name,company,location,url,text,python,r,sql,excel,nlp,sas,spark,java,tableau,c++,matlab,nosql,qlikview,hadoop,scala,shiny,powerbi,caffe,tensorflow,c#,cassandra,pig,hive,mapreduce,ruby,perl,machine learning techniques,neural networks,big data,predictive modeling,random forests,deep learning,statistical modeling,data mining,data visualization,natural language processing,business intelligence
Data Analyst (Contract)," WeWork – Londres, Angleterre","Londres, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=604&ao=357312&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c5aae28e&cb=1538049835860&jobListingId=2955080347," We're hiring a Media Analyst to join the Marketing Team in London. How should we be targeting users in marketing? How can we reach more of those users? How do we optimize our message to achieve optimal performance? What is the value of those users and how do we get more value from them? Where do additional opportunities for growth exist? When should we forego data in the pursuit to reach the right audience? These are just some of the questions that a Data Analyst on the marketing team at WeWork will answer. The ideal candidate should be highly analytical and have a strong technical skill-set, with experience in a data extraction language (such as SQL), and want to expand in statistical analytics languages (such as Python). Responsibilities Analyze data, identify trends, implement optimizations on a day to day basis across multiple digital channels, including paid search/social, display, mobile, and email marketing to help a growing paid marketing team Ensure marketing campaign funnels and customer behavior flows are tagged and tracked accurately for reporting and analysis purposes Support campaign managers and email marketing team on data needs Develop actionable recommendations for changes to investment and marketing strategy, optimize the efficacy of marketing spend based on quantitative analyses Qualifications Strong quantitative, analytical, and problem solving skills 3+ years experience within data analytics Ability to write VBA macro scripts Proficiency in query language such as SQL or equivalent Experience in reporting customer insights§ Understanding of ad trafficking/ad serving platforms including but not limited to Doubleclick etc. preferred Degree in a quantitative fields is preferred Experience working with various digital advertising platforms, including but not limited to AdWords, Facebook, Google Analytics preferred",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst," Grayce – Londres, Angleterre","Londres, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=605&ao=4120&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_181d465e&cb=1538049835861&jobListingId=2739192072,"Finished university and wondering what the next step is? Our Data Analyst role could be just what you’re looking for!The role: As a Data Analyst you will be helping businesses make better decisions and perform against targets and strategy. You will need to be highly analytical and inquisitive.  High standards of professionalism and an attention to detail are the norm for you, but you will also need to be able to communicate insights clearly and articulately to your key stakeholders, through verbal and written communications.  With a focus on Business Change you will need to understand what is impacting the delivery of change and make recommendations. Using a variety of tools, you will analyse and create key performance trackers.  The scope of what you could be working on is diverse, from supporting the implementation of new software systems to rolling out legal or regulatory changes. The role requires somebody keen to make their mark and progress quickly.  With a natural communications style, you’ll form excellent working relationships with key business contacts quickly. We offer successful graduates an extensive benefit package and a vast scope for progression. The company: Grayce offers an unparalleled Change Management Development Programme offering real progression. We work with organisations to help drive their change agenda. As a Business Analyst you will work with clients directly, starting your career working with some of the UK’s biggest companies. What you get: Competitive salary  Fantastic progression opportunities  Professional Qualifications in Business Analysis  Career Development and Mentoring  Pension scheme  Company Holidays Social events/nights out What you need: Educated to degree level 2:1 or higher  A-levels or equivalent to more than 320 UCAS points  Excellent communication/interpersonal skills  Highly self-motivated  Interest in business change  Drive to continuously improve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst," Pursuit Resources Group Ltd – Harlow, Angleterre","Harlow, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=606&ao=230671&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e86b3eaa&cb=1538049835864&jobListingId=2962771075,"Data Analyst - HarlowJob PurposeAs a member of the PAD team (Pricing, Analytics and Data Team) you will help maintain the product database and ensure that there is data integrity across the whole product range.You will be required to review data and produce reports for department managers on, sales, stock, product information and a range of other data.You will be required to fill in tender information for both suppliers and customers and work out pricing of products.Key AccountabilitiesReporting and KPI'sDesign and produce accurate reports using BW, SAP, PIM and Slimstock for use by department managers.Provide information and recommendations for product lifecycle decisions/ scenarios.Ensure that reports & data used by PAD team are accurate and up to date and provided in a timely and agreed format.Provide information for management decision makingProduce KPI reports weekly, monthly as required by management.Pricing of products as and when required.Analysis for other areas of the business as well as needs requiredExternal competitor analysis and subsequent recommendationsOptimise stock requirements planning:Model stock requirement scenarios for the company's warehouses and store stocks.Setting up products and data integrity:Work closely with buying team to ensure that all products are set up correctly on computer systems and on time.Use upload sheets to mass upload data.Assign product codes, EAN, hierarchy and commodity codes where required.Essential Skills, Knowledge and AttributesSkills:A strong level of IT literacyReport writing and software manipulationCompetent with databases and spreadsheets.Effective communication skills - verbal & writtenAttributes:Analytical thinkingConcern for accuracyPlanning and organisingTechnical and professional expertiseInterpersonal & team workingKnowledge:Working knowledge of relevant SAP modulesWorking knowledge and understanding of IT databasesSome knowledge of Sap Business warehouse preferableUse of Tableau.ExperienceGood background of analysing data and supplying reportsPractical experience with modelling softwareExperience with Excel, SAP or equivalentProject management and communicationQualificationsGood A level scores in maths, science or subject with strong analytical skills.Business, economics, science or related degree.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst," Russell Investments – Londres, Angleterre","Londres, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=607&ao=3949&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_bfb56303&cb=1538049835865&jobListingId=2834499603,"Data Analyst  Role Summary This position provides operational support and services representing Global Operations & Data Management, supporting successful outcomes for both internal and external clients. The position manages fund, product and account reference data, as well as fundamental data like performance and constituent-level holdings. We aim to provide accurate and timely delivery of data and reports to internal stakeholders and clients. In addition, the role will support data research and controls, design, development, and implementation of enhancements and opportunities. The role will also support corporate initiatives, including project leadership. The responsibilities of the individual in this position include:Client Service:Front line contact for technology and data delivery support issues related to team activities (including after-hours support), providing data and business expertise to internal and external Russell clients.Ability to work with a diverse group of internal colleagues, at all organizational levels, across all business lines globally.Provide accurate and timely responses to requests by utilizing analytical skills and relationships.Ensure timely and accurate delivery of data, gather requirements for new deliveries, and design solutions in the form of scheduled reports and data feeds.Provide key performance indicator statistics to internal clients (I.E. focusing on performance, enhancements, and opportunities)Coordinate report development, coding, operational changes as requested by internal business unit stakeholders and process owners.Document, submit, and manage requests for new reporting capabilities and data elements.Develop and maintain procedural documentation including the ability to report on quality control issues in an effective manner.Serve as a subject matter expert regarding investment products and their data requirements, including operational processes and regulatory considerations.Identify cost reduction/risk mitigation and implement long-term solutions.Advise clients on opportunities to further leverage our reference data and vendor capabilities, assisting clients in both the strategic and tactical planning phasesData Management:Ensure effective and up to date data management practices, including accurate data held within the database(s).Work with the vendor(s), data providers, and Russell IT associates to manage any data changes required due to errors, revisions, etc.Monitor incoming data to ensure Russell Investments receives timely delivery and accurate data.Identify, research and explain variances in data and calculated results such as performance in conjunction with other global data management associates.Conduct data analysis when necessary to determine root cause of data inconsistencies.Monitor controls and procedures at the vendor and custodian banks to confirm accurate and timely data is being delivered.Report on operations and project metrics.Create and maintain documentation like work flow diagrams, processes, and desk notes.Acquire and automate additional data sources (internal and external) as needed to improve operating efficiency or support business/product needs.Network with other key data management associates globally/across Russell, evangelizing and implementing common best practices wherever possibleThe successful candidate will have extensive demonstrable skills and experiences including the following:Knowledge of various file/ transmission formats and technologies is required, including XML, flat file formats, FTP and ETL technologies.Bachelor’s degree in Business Administration, Finance, Technology, or equivalent requiredPrevious experience as a data analyst / senior data analyst within an Asset Management organisation preferred.Experience with data managementExperience using SQL is strongly preferredExperience managing operational data stores, data warehouses, and data martsClient service and vendor relationship experienceTechnology skills: including systems implementation, data manipulation, data feed support, SIT and UATWillingness to be involved in new and ongoing corporate initiativesWorks effectively with others within and across the networked organization. Listens to colleagues irrespective of level or business unit, and values their contributions, taking all views into account as part of the decision-making process.Ability to work with tight deadlines, strong time-management skills.Able to handle and complete multiple projects occurring at the same time.Russell Overview Russell Investments is a global financial services firm that serves institutional investors, financial advisors and individuals working with their advisors in more than 40 countries.  Founded in 1936, Russell Investments is one of only a few firms that offers actively managed multi-asset portfolios and services that include advice, investments and implementation. With core capabilities extending across capital market insights, manager research, asset allocation, portfolio implementation and factor exposures Russell Investments stands with clients to achieve their desired investment outcomes.  A pioneer, Russell Investments began its strategic pension fund consulting business in 1969 and today is a consultant to some of the largest pools of capital in the world. With four decades of experience researching and selecting investment managers, meeting annually with more than 2,200 managers around the world, Russell Investments is well-known worldwide for its investment advice.  Headquartered in Seattle, Washington, Russell Investments operates globally with 21 offices (as of August 2016) across the world, providing Investment Services in the world’s major financial centers, including London, Paris, Amsterdam, Sydney, Tokyo, Shanghai, San Diego and New York.  Russell Investments offers a competitive compensation and benefit package to associates including: medical, vision and dental coverage; a profit-sharing retirement plan; sabbatical leave every 10 years; and tuition assistance. Most importantly, Russell Investments offers a work environment where respect for the individual and teamwork are part of our fundamental values. As an Equal Opportunity Employer, Russell Investments supports workforce diversity.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst," m/SIX – Londres, Angleterre","Londres, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=608&ao=4128&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_92b040d6&cb=1538049835867&jobListingId=2845373606," The role of Analyst involves delivering advertising performance reporting and evaluation across the Talk Talk account.  This role combines technical ability in data manipulation, report development and analytical techniques with communication of findings and insights to team members and clients, along with creative flair for visualising and presenting data in an inspiring way.  This is a great role for a numerate analyst who wants to develop reporting and analytics approaches and wants to get directly involved in their interpretation and application.  You will be expected to support the Performance Director, along with the wider Analytics function to deliver against client requirements in the area of media campaign performance evaluation and analysis. You will spend the majority of your time managing deliverables against specific client outputs, mainly through reports and visualisations.  This is a fantastic opportunity where you will be an important part of the team and will need to have an impact on the business from day one. Key Responsibilities include:Identify relevant data sources: extract, transform and manipulate dataDevelop & implement advertising performance reporting – both online and traditionalAutomate and streamline pre-existing or new reporting processes using excel and/or reporting softwareMaintain daily, weekly and monthly client reportingDeliver direct response performance evaluationDeliver advertising driver performance evaluationProduce sales and customer performance mapsGenerate customer centric profiling including geo-demographic and segmentationsLiaise with account teams and clients on reporting and evaluation needs, interpretation and application of outputs and insightsContribute to the development of the agencies data and analytical proposition, including approaches, techniques, tools and systemsSkills – Essential:Experienced in manipulating data to drive direction and advise the client of how to improve their marketing strategiesExperience of the R or PythonExperience with SQL, database architecture, AWS or RedshiftSome experience of statistics and / or understanding of Econometric modelling techniquesAbility to scope, manage and deliver analytical projectsAbility to work well in a team environment and build personal relationships with clients and colleaguesSome experience of data visualisation technologies (e.g. Omniscope, Tableau, Datorama, Power BI)PowerPointExcelKnowledge of marketing and media industry metrics and systems, including digital media and web analytics (e.g. Google Analytics, Adobe/Omniture)Experience of social media metrics and analysis packages (e.g. Brandwatch)Ability to present analytical projects to a non-analytical audience Skills – Desirable Mapping & Profiling (MicroMarketer, Insite etc)SPSS/SAS/eViewsWho are m/SIX? Our ownership structure makes m/SIX unique. We can access GroupM’s outstanding global talent pool, trading might and the world’s largest media data lake. But we are also part of The&Partnership, a set of agencies founded on collaboration and a philosophy to work seamlessly with both clients and creative agency partners. This gives m/SIX the ‘best of both worlds’. We have the entrepreneurial spirit and agility of an independent agency fused with the scale, resource and capabilities of the world’s leading media network.  Over the last 18 months m/SIX has gone through a huge ‘scale up’, doubling in size in terms of people and billings, meaning we are currently the UK’s fastest growing media agency. As such we are naturally less hierarchical than many other agency environments. We often embed teams into our clients’ operations to allow data flow to inform wider marketing decision-making, and infuse their culture with our own. This model has allowed us to deliver more dynamic work delivering better results ahead of the competition in such highly competitive categories as Telco, Auto, Banking and Media.  We pride ourselves on an open culture where everyone is encouraged to make their ideas happen. We believe in honest & transparency with both our clients and people – we have regular all company meetings, and like nothing more than getting everyone together for some sociable fun. #LI-NG1 Note: To apply for this job, submit your application by clicking on the Apply Now button on this page",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Machine Learning," HireVue – Londres, Angleterre","Londres, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=609&ao=14295&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_ac44042a&cb=1538049835868&jobListingId=2908090516,"Data Scientist - Machine Learning We’re looking for a lead data scientist to join our team of psyshometricians and developers in creating cutting edge predictive hiring tools.  HireVue builds Video Interview Software that combines predictive, validated I/O science with artificial intelligence and allows businesses to augment human decision-making in the hiring process.  We develop short, mobile games that measure abilities and traits, the best predictors of job performance. This helps companies recruit and develop the best talent, at all career stages, regardless of experience. Our scoring system uses advanced machine learning algorithms to provide reliable and accurate insights into a candidate’s traits and skills.  You will be responsible for developing these machine learning algorithms together with our science team, as well as getting solutions ready for implementation by our developers. You will be expected to contribute to, or lead, scientific publications.  This work requires technical skills as well as creativity and curiosity for working with behavioural data and learning about psychometrics, personality analysis and theory. Experience in data handling, statistics, and application of machine learning models is a must, and academic publications are desirable.  Come join our success story and help us create a truly innovative hiring experience! Requirements • Experience of applying statistics and data modelling to different types of problems and datasets  • Machine learning (applying and testing different prediction models, cross validation, stratification etc)  • Data handling  • Feature generation (based on gameplay data)  • Data visualisation / communication of analysis results  • Python, java and r also desirable  • Understanding of statistics  • Interest in publishing peer reviewed research  • Interest in working with interdisciplinary teams  • Interest in psychometrics and behavioural data BenefitsWe hope that you're excited by all the possibilities that come with working at HireVue! In addition to our unique culture, we also offer these fun perks and benefits: Health Insurance We offer a competitive health insurance package for all of our team members. Including contributing to your HSA Gym Membership Reimbursement Stay healthy and happy with a gym stipend Stock options Joining the HireVue journey means you can choose to own part of the company. 401(k) We offer a lucrative 401(k) match, making it easier to add to your nest egg. Flexible time off You can take the time you need to travel, rest, and reconnect with your friends and family. Work remotely We have a tight knit culture despite be across a variety of timezones. Technology Get setup up with your choice of laptop to do your best work. Tuition Reimbursement To encourage our teammates to keep growing, we offer a generous tuition reimbursement for all full-time team members. Little bundle of joy Our new parent package includes 12 weeks fully paid maternity leave, 2 weeks paternity leave, and lastly a special HireVue branded gift to welcome your new baby. Munch on us We provide an abundance of free snacks, delicious coffee, and frequent company wide meals. ABOUT HIREVUE HireVue is revolutionizing the way companies discover, hire and develop talent with our Hiring Intelligence platform. Combining predictive, validated I/O science with artificial intelligence allows business to augment human decision-making in the hiring process, delivering higher quality talent, faster.  HireVue works with over 600 customers globally including leading global brands like Dow Jones, Carnival Cruise Lines, Intel, Vodafone, Urban Outfitters, and Nike in over 100 countries.  HireVue was named among the top 10 “America’s Most Promising Companies” by Forbes, “Best Place to Work for Millennials” by Fortune, and was recognized as five-time winner of “Top HR Product of the Year” by HR Executive Magazine.  Find out more about HireVue at www.hirevue.com and www.vuenation.com  HireVue is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.  HireVue does not provide visa sponsorship for this opportunity in the UK at this time.  HireVue is committed to equal treatment and opportunity in all aspects of recruitment, selection, and employment without regard to gender, race, religion, national origin, ethnicity, disability, gender identity/expression, sexual orientation, veteran or military status, or any other category protected under the law. HireVue is an equal opportunity employer; committed to a community of inclusion, and an environment free from discrimination, harassment, and retaliation.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR Data Analyst," River Island Clothing – Londres, Angleterre","Londres, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=610&ao=302555&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4c907b16&cb=1538049835869&jobListingId=2955900314,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer," Oho Group – Londres, Angleterre","Londres, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=611&ao=55801&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8e138147&cb=1538049835870&jobListingId=2956124957," AI - Machine Learning Engineer - PhD  AI - Machine Learning Engineer - PhD  A machine learning engineer for an AI company. The Machine learning engineer would be working alongside a team of researchers to build cutting edge technology. These ideas would then be developed by C++ and blockchain engineers.  The company has received massive amounts of funding over the year and is looking for a talented machine learning engineer to join their team.  The right machine learning engineer should have a PhD with relevant experience in either:  Deep Learning  Reinforcement Learning  Graphical Models  Gaussian Methods N.L.P Markov Models  All AI and machine learning engineer candidates who want to join an extremely fast growing, well-funded scale up apply below",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Machine Learning Research Scientist, Enterprise"," Improbable – Londres, Angleterre","Londres, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=612&ao=398567&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_10178254&cb=1538049835871&jobListingId=2834797387,"Our PurposeImprobable is dedicated to building powerful technology designed to help solve previously impossible problems and enable the creation of new realities. In gaming and entertainment, Improbable unlocks truly next-generation gameplay through virtual worlds of unprecedented scale, persistence and richness. In other industries, we hope to help answer critical questions through simulations that could lead to a better functioning world.Our platform, SpatialOS, lets developers transcend the limits of regular computation, allowing swarms of servers running in the cloud to cooperate in order to simulate worlds far larger and more complex than any single server could.We are a British technology company proudly building a diverse workforce, driven by a shared desire to improve and achieve extraordinary things. Were crafting technology for the future and fostering a problem-solving culture that embraces innovation through iteration and experimentation.Your MissionAs a Machine Learning specialist you will sit in our research group, developing and implementing probabilistic inference algorithms for our latest platform. You will also provide support and consultation to our project teams, helping to design, build and deploy bespoke models which provide insight into our clients most challenging problems.We work extensively with graphical models, especially Bayesian networks and hidden Markov models, combining data-driven methods with more hypothesis-driven modelling. There is a strong research element to the role particularly in prototyping and evaluating novel methods - or established methods in novel applications. Much of this might be tackled independently or as part of a small, close-knit team of researchers and prototypers.When supporting our project teams you will work with software engineers, data scientists and modellers to architect a model & data strategy that will tackle our clients problems. You may also take ownership of aspects of quality assurance of the project output.We support academic partnerships, publishing and are focussed on building a world-class team. You can read about the engineering culture of the division here.Some parts of our work are open sourced. Check out github.com/improbable-research to experiment.Competencies Demonstrated research background (likely PhD) in a scientific or mathematical field, ideally with a computational element, such as Physics, Data Science, Statistics or Mathematics.Applied academic or industrial experience in: Graphical models - especially Bayesian networks Probabilistic inference Machine learning and deep learning techniques Gaussian processes Hidden Markov modelsRelevant post-doctoral or industrial experience which demonstrates client-facing and/or project-delivery skills.Pragmatic coding ability - with fluency in at least one relevant programming language and the ability to adapt to a variety of languages and to implement algorithms.Enthusiastic about continuously improving and rapidly developing new competencies.Equal OpportunityThe best ideas are often the least expected and require new ways of thinking; thats why our teams at Improbable are made up of an incredible range of talented people. Improbable is proud to be an equal opportunity employer. We do not discriminate based on race, ethnicity, colour, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran status, genetic information, marital status or any other legally protected status.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Machine Learning Engineer," Touch Surgery – Londres, Angleterre","Londres, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=613&ao=14295&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_72c7e79c&cb=1538049835873&jobListingId=2895821354," Over 5 billion people around the world do not have access to safe surgical care and Digital Surgery is on a mission to change that. We are building software that pushes the boundaries of surgical care. We build tools to help healthcare systems improve training, reduce errors, and decrease the cost of medical care.  At Digital Surgery we bring together smart and talented people from a large diversity of backgrounds, cultures and experiences. As well as being founded by surgeons who self-taught themselves to code, we have world-leading talent from the movie/visual effects industry (including some Oscar winning movies), mobile, gaming and digital sectors.  Design and technology are core to how we’re doing this and we’re always on the lookout for great engineers and designers to welcome into our team. If you’re looking for a real purpose behind what you do, this role is a genuine opportunity to make a difference. About The Role: There are a wealth of exciting opportunities to explore and difficult problems to solve within our team. You will have a chance to be part of a group of Computer Vision/Machine Learning experts to further develop our detection and recognition capabilities.  You will be working directly with our Innovation team to leverage our existing technology stack in novel ways to solve real clinical problems. You will be expected to play a key role in the development of prototypes for user testing with clinicians, with quick iterative cycles for product improvement.  You will be responsible for writing high quality code that will boost our Machine Learning and Computer Vision detection capabilities for surgery. You will be expected to keep track of tasks being worked on and make them visible to people outside of your team. You will be expected to work in small teams and to take ownership of your work.  As part of your workflow you will be expected to rapidly prototype and iterate on solutions, offering helpful suggestions when planning and estimating work packages. You will also help write requirements for delivery. You will demonstrate research capabilities to come up with new and novel solutions to difficult problems. RequirementsA Masters or PhD in, Computer Science, Mathematics, Computer Vision/Machine Learning or similar related fieldProven ability of results driven application of machine learningProven knowledge of at least one of the main deep learning frameworks (Pytorch, Tensorflow, Keras, Caffe..)Very knowledgeable in Python and relevant numerical libraries (numpy, scikit-learn, opencv, etc.)Strong experience in Computer VisionData visualisation experience would also be useful for this roleBenefits25 days holidaysCycle SchemePension schemeCompany sick pay schemeSeason ticket travel loanFree breakfast & healthy snacksGames nights (pizza & beer provided)Learning opportunities with courses & workshops. We offer competitive salaries and a share options scheme so that all our employees have a part in our success. Our office is a warehouse-style with coffee provided. We are located just off close by to Old Street Tube. EQUALITY STATEMENT We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, gender identity or expression, sexual orientation, age, marital status, veteran. Privacy Disclaimer: By applying for this position with Digital Surgery you are allowing us to process your personal data for recruitment purposes and hereby accept the terms and conditions explained in ourRecruitment Specific Privacy Policy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Analyst," ICX4 – Londres, Angleterre","Londres, Angleterre",https://www.glassdoor.fr/partner/jobListing.htm?pos=614&ao=66506&s=58&guid=000001661aea02919d6ec56e3694dfa2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e214f003&cb=1538049835874&jobListingId=2959342070," Information Service is at the heart of our data engineering business and is critical in ensuring that the data assets that ICX4 procure and process can be utilised on behalf of our clients in efficient and meaningful ways to advance the role of ICX4 within our clients organisations and build us a platform for future growth.  From understanding our data assets, where they come from and how they can be utilised for our expanding group of clients, the work data team undertakes is varied from day-to-day especially given the rapid pace of growth of our organisation.  Team members must be prepared to embrace rapid change of priorities from one day to the next, with the support of others in the team as well as management.  In terms of data, we do big. Very big. We build and maintain universal data taxonomies 300m company records, 2bn consumer records, 235 countries linked to building level entities (29m in UK alone).  We process, using relevancy based algorithms billions of search and link processes for our clients to deliver precise, timely results that can lead into automatic remediation of client data and ongoing attestation. We work with entity data, from company, consumer through location and instrument/product entity data - the team, ensures that new, existing & updated data sources integrate with our content engine, with our technology in line with success criteria on an ongoing basis through ensuring best practice in our data mapping, matching and entity models.  Additionally, our team evidences the work above in the most visually effective medium to provide value & insight to our internal and external stakeholders. We apply data solutions to business needs from KYC through single entity business views to location based validation and remediation  At ICX4 we strive to put our people at the centre of our DNA, which is why our core values are shaped around the nucleus of what we do.  ICX4 stands for 'Intelligent Connections', our core values are driven by four dimensions of each: Intelligence: Knowledge, Innovation, Advancement & IngenuityConnections: Collaboration, Respect, Integrity & EngagementThe roleData Visualisation - MI & BI - as part of the Data Information Service team you will be tasked with helping us visualise and present data to our clients in an engaging manner using Qlik Sense.Entity Modelling · Applied multi-dimensional entity modelling across various entity classes · Defining data primacy from original sources through vendor to directory services.Profiling, Matchability and ETL Build/Modelling - defining use cases and approach for new projects and new data sources.Coverage and gap analysis - structuring, cleansing and transformation rule definition, development and maintenance · Rules engine set up and configuration definition. · Cleansing rules configuration and validation.Match/Resolution design · Work with development team to refine and implement continuous improvements to entity resolution process · Define new rules/test design · Baselines and analysis of outcomesQuality Standards · Ensures the proper implementation of data quality standards, guidelines, metrics and quality-expectations. · Monitors compliance of data flows against Enterprise Data and Analytics data quality standards. · Cleansing rules configuration and validation. · Ensuring the integrity of the master customer reference record, the additional reference fields and the other Entity type structures built into the model, reflect the project scope and define the banks needs as a start point.Delivery - ensure accuracy, completeness, integrity, consistency, uniqueness, and timeliness of data. · Iterative based adoption processes ability to research and discover/pattern is a critical ability.Analysing - executes enterprise data and analytics data quality, analytics and data cleansing activities. · Source data mapping to predefined model Analysis and documentation of both reference, product and transaction data. · SQL Analysis - Microsoft SQL Server, Postgres. Lucene query language a bonus. · Gaining a detailed understanding of the way in which the Information Framework operates and the data structures it provides as well as the business need that we are trying to meet, as opposed to functional requirements.Communication & Collaboration - collaboration with BAs and Developers to refine matching scenarios bases on profiles · Lead by example to foster collaboration between your teams & other departments, to create information relationships that drives platform design, client adoption and our success. · Communicate the value that the service will provide to the customer compared with their current way of working.Training - During your training period (up to 6 months) you will be getting to understand what we do, with duties such as testing fixes, customer support issues and QA testing.Required skills and experienceAdvanced to expert level MS Excel.Postgres / MS SQL able to run queries to interrogate data sets and to also test cleansed data-warehoused data.Data Visualisation excellent understanding of how to present data in an engaging, logical and commercial way using packages such as Qlik and Tableau, etc.Data analysis skills and the ability to drive insight from findingsExceptional presentation skills able to present to an internal and external audience with impact.Experience of working to deadlinesAble to communicate needs to stakeholders, including develop teamOpen minded, willing to embrace a new approaches and methodologiesExperience in Data Management / Data profilingAble to complete a project that delivers value to the business and our clients, end-to-end and verify stakeholder satisfaction. NO AGENCIES APPROACHES PLEASE - WE DO ALL OF OUR RECRUITING IN-HOUSE AND DIRECTLY - THANKS  Your privacy is important to us, please see our Privacy Policy for details on how we handle your personal data. For any queries relating to your data please contact our Data Protection Committee at data.protection@icx4.com.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
